Date_Time RTD Rsamp
2020-02-26 11:37:12.196036 1113.04192 39.9277019 
2020-02-26 11:37:12.269040 1113.04538 39.927923 
2020-02-26 11:37:12.331044 1113.05209 39.9269652 
2020-02-26 11:37:12.402048 1113.05209 39.9253442 
2020-02-26 11:37:12.492053 1113.05835 39.9278493 
2020-02-26 11:37:12.538055 1113.06167 39.9270388 
2020-02-26 11:37:12.594059 1113.06477 39.9255653 
2020-02-26 11:37:12.665063 1113.06624 39.9262284 
2020-02-26 11:37:12.733067 1113.07029 39.9243127 
2020-02-26 11:37:12.793070 1113.07597 39.923576 
2020-02-26 11:37:12.861074 1113.07641 39.9238707 
2020-02-26 11:37:12.944079 1113.08245 39.9227655 
2020-02-26 11:37:13.010082 1113.08511 39.9242391 
2020-02-26 11:37:13.071086 1113.08769 39.9255653 
2020-02-26 11:37:13.132089 1113.09091 39.9254179 
2020-02-26 11:37:13.216094 1113.09382 39.9255653 
2020-02-26 11:37:13.276098 1113.09607 39.9252706 
2020-02-26 11:37:13.340101 1113.0984 39.9243864 
2020-02-26 11:37:13.406105 1113.10164 39.9239444 
2020-02-26 11:37:13.489110 1113.10798 39.9238707 
2020-02-26 11:37:13.550113 1113.11115 39.9242391 
2020-02-26 11:37:13.612117 1113.11358 39.9251232 
2020-02-26 11:37:13.681121 1113.11668 39.9243127 
2020-02-26 11:37:13.763126 1113.1194 39.9254916 
2020-02-26 11:37:13.824129 1113.12405 39.9249758 
2020-02-26 11:37:13.888133 1113.12759 39.9274809 
2020-02-26 11:37:13.948136 1113.13076 39.928144 
2020-02-26 11:37:14.031141 1113.13407 39.9301323 
2020-02-26 11:37:14.091144 1113.13923 39.9299102 
2020-02-26 11:37:14.157148 1113.14188 39.9316774 
2020-02-26 11:37:14.223152 1113.14424 39.9314553 
2020-02-26 11:37:14.308157 1113.15279 39.9303491 
2020-02-26 11:37:14.374161 1113.15603 39.9313058 
2020-02-26 11:37:14.440164 1113.16127 39.9295365 
2020-02-26 11:37:14.502168 1113.16377 39.9299775 
2020-02-26 11:37:14.590173 1113.16481 39.9296081 
2020-02-26 11:37:14.657177 1113.16886 39.9305648 
2020-02-26 11:37:14.717180 1113.17122 39.929607 
2020-02-26 11:37:14.778184 1113.17247 39.93167 
2020-02-26 11:37:14.869189 1113.18183 39.9322594 
2020-02-26 11:37:14.929192 1113.18699 39.9326278 
2020-02-26 11:37:14.996196 1113.18773 39.933954 
2020-02-26 11:37:15.056200 1113.18876 39.9326278 
2020-02-26 11:37:15.138204 1113.19178 39.9332172 
2020-02-26 11:37:15.205208 1113.19613 39.9317437 
2020-02-26 11:37:15.265211 1113.20136 39.9326278 
2020-02-26 11:37:15.326215 1113.20438 39.9332172 
2020-02-26 11:37:15.408220 1113.20704 39.9325541 
2020-02-26 11:37:15.469223 1113.20871 39.9332909 
2020-02-26 11:37:15.530227 1113.20958 39.9318173 
2020-02-26 11:37:15.591230 1113.21493 39.9317437 
2020-02-26 11:37:15.673235 1113.21779 39.9315963 
2020-02-26 11:37:15.740239 1113.22568 39.9321857 
2020-02-26 11:37:15.799242 1113.22737 39.9307858 
2020-02-26 11:37:15.861246 1113.23135 39.9321121 
2020-02-26 11:37:15.944250 1113.23416 39.9315226 
2020-02-26 11:37:16.005254 1113.23622 39.9318173 
2020-02-26 11:37:16.066257 1113.23637 39.933954 
2020-02-26 11:37:16.126261 1113.23961 39.9320384 
2020-02-26 11:37:16.208265 1113.24241 39.9333646 
2020-02-26 11:37:16.268269 1113.24727 39.9338803 
2020-02-26 11:37:16.331272 1113.2531 39.9325541 
2020-02-26 11:37:16.397276 1113.25641 39.9327752 
2020-02-26 11:37:16.480281 1113.25944 39.9355013 
2020-02-26 11:37:16.540284 1113.26327 39.9363854 
2020-02-26 11:37:16.607288 1113.26776 39.9364591 
2020-02-26 11:37:16.668292 1113.27255 39.9363117 
2020-02-26 11:37:16.751296 1113.27543 39.9352802 
2020-02-26 11:37:16.818300 1113.28405 39.9355013 
2020-02-26 11:37:16.877304 1113.28486 39.9335119 
2020-02-26 11:37:16.938307 1113.2856 39.9323331 
2020-02-26 11:37:17.024312 1113.28928 39.9335089 
2020-02-26 11:37:17.084316 1113.29142 39.9345374 
2020-02-26 11:37:17.145319 1113.29422 39.9337977 
2020-02-26 11:37:17.211323 1113.29828 39.931658 
2020-02-26 11:37:17.299328 1113.30086 39.931434 
2020-02-26 11:37:17.367332 1113.30454 39.9315046 
2020-02-26 11:37:17.426335 1113.30815 39.9320174 
2020-02-26 11:37:17.492339 1113.30948 39.9324564 
2020-02-26 11:37:17.574344 1113.31456 39.9342954 
2020-02-26 11:37:17.635347 1113.31714 39.9352502 
2020-02-26 11:37:17.699351 1113.32053 39.9352502 
2020-02-26 11:37:17.766355 1113.32211 39.9340714 
2020-02-26 11:37:17.847359 1113.32508 39.9335556 
2020-02-26 11:37:17.908363 1113.32734 39.9339977 
2020-02-26 11:37:17.969366 1113.33151 39.934145 
2020-02-26 11:37:18.036370 1113.336 39.934145 
2020-02-26 11:37:18.119375 1113.34153 39.9336293 
2020-02-26 11:37:18.186379 1113.34684 39.9335556 
2020-02-26 11:37:18.247382 1113.35251 39.9323031 
2020-02-26 11:37:18.308386 1113.35539 39.9326715 
2020-02-26 11:37:18.390390 1113.35664 39.933924 
2020-02-26 11:37:18.451394 1113.35738 39.9335556 
2020-02-26 11:37:18.512397 1113.36069 39.9329662 
2020-02-26 11:37:18.574401 1113.36224 39.9323768 
2020-02-26 11:37:18.656405 1113.36747 39.9326715 
2020-02-26 11:37:18.723409 1113.3733 39.9313453 
2020-02-26 11:37:18.786413 1113.37764 39.9312716 
2020-02-26 11:37:18.852417 1113.37875 39.9315663 
2020-02-26 11:37:18.935421 1113.37986 39.9320084 
2020-02-26 11:37:18.996425 1113.3831 39.931419 
2020-02-26 11:37:19.057428 1113.38361 39.9315663 
2020-02-26 11:37:19.121432 1113.38944 39.9315663 
2020-02-26 11:37:19.209437 1113.39069 39.9320821 
2020-02-26 11:37:19.276441 1113.39887 39.9325241 
2020-02-26 11:37:19.339445 1113.40256 39.9309769 
2020-02-26 11:37:19.400448 1113.40425 39.9311979 
2020-02-26 11:37:19.482453 1113.40963 39.9313453 
2020-02-26 11:37:19.542456 1113.41258 39.9317137 
2020-02-26 11:37:19.603460 1113.41324 39.9322294 
2020-02-26 11:37:19.670463 1113.41708 39.9319347 
2020-02-26 11:37:19.752468 1113.41914 39.9309769 
2020-02-26 11:37:19.813472 1113.42268 39.9309769 
2020-02-26 11:37:19.873475 1113.42916 39.9311979 
2020-02-26 11:37:19.934479 1113.4327 39.9314926 
2020-02-26 11:37:20.022484 1113.43506 39.931786 
2020-02-26 11:37:20.082487 1113.43684 39.9336266 
2020-02-26 11:37:20.143491 1113.43921 39.9338463 
2020-02-26 11:37:20.211494 1113.44032 39.9336976 
2020-02-26 11:37:20.295499 1113.44497 39.9344331 
2020-02-26 11:37:20.363503 1113.44821 39.9376736 
2020-02-26 11:37:20.435507 1113.4488 39.9373038 
2020-02-26 11:37:20.495511 1113.45109 39.9372288 
2020-02-26 11:37:20.583516 1113.46008 39.9389221 
2020-02-26 11:37:20.643519 1113.46517 39.9385523 
2020-02-26 11:37:20.704523 1113.46848 39.9395102 
2020-02-26 11:37:20.771526 1113.4718 39.9376682 
2020-02-26 11:37:20.854531 1113.47232 39.9369314 
2020-02-26 11:37:20.914535 1113.47762 39.9368577 
2020-02-26 11:37:20.981538 1113.4816 39.9352368 
2020-02-26 11:37:21.049542 1113.48403 39.9331738 
2020-02-26 11:37:21.133547 1113.4886 39.9353105 
2020-02-26 11:37:21.194551 1113.49229 39.9364894 
2020-02-26 11:37:21.258554 1113.49406 39.9352368 
2020-02-26 11:37:21.325558 1113.49811 39.9361946 
2020-02-26 11:37:21.407563 1113.50032 39.9370788 
2020-02-26 11:37:21.468566 1113.50408 39.9382576 
2020-02-26 11:37:21.534570 1113.50762 39.9387734 
2020-02-26 11:37:21.606574 1113.51086 39.9392891 
2020-02-26 11:37:21.692579 1113.51278 39.9384787 
2020-02-26 11:37:21.753583 1113.51654 39.9389207 
2020-02-26 11:37:21.820586 1113.52133 39.9373735 
2020-02-26 11:37:21.881590 1113.52147 39.9372261 
2020-02-26 11:37:21.972595 1113.52811 39.9385523 
2020-02-26 11:37:22.033599 1113.52862 39.9394365 
2020-02-26 11:37:22.097602 1113.53165 39.9375208 
2020-02-26 11:37:22.163606 1113.53636 39.9370788 
2020-02-26 11:37:22.245611 1113.53857 39.9379629 
2020-02-26 11:37:22.306614 1113.54276 39.9380366 
2020-02-26 11:37:22.367618 1113.54488 39.938626 
2020-02-26 11:37:22.428621 1113.54707 39.938405 
2020-02-26 11:37:22.509626 1113.54817 39.9388471 
2020-02-26 11:37:22.575630 1113.55375 39.9392891 
2020-02-26 11:37:22.637633 1113.55582 39.9390681 
2020-02-26 11:37:22.698637 1113.55773 39.9372998 
2020-02-26 11:37:22.780641 1113.56282 39.9387734 
2020-02-26 11:37:22.841645 1113.56761 39.9387734 
2020-02-26 11:37:22.902648 1113.57056 39.9382576 
2020-02-26 11:37:22.968652 1113.57505 39.9390681 
2020-02-26 11:37:23.050657 1113.58073 39.9394357 
2020-02-26 11:37:23.112660 1113.58567 39.9391402 
2020-02-26 11:37:23.173664 1113.58677 39.9390658 
2020-02-26 11:37:23.238668 1113.58898 39.9375177 
2020-02-26 11:37:23.328673 1113.59134 39.9353803 
2020-02-26 11:37:23.389676 1113.59245 39.9370004 
2020-02-26 11:37:23.456680 1113.59768 39.9365576 
2020-02-26 11:37:23.516683 1113.60004 39.9375146 
2020-02-26 11:37:23.603688 1113.60063 39.9374402 
2020-02-26 11:37:23.664692 1113.60461 39.9347133 
2020-02-26 11:37:23.724695 1113.60697 39.9355975 
2020-02-26 11:37:23.792699 1113.60947 39.935008 
2020-02-26 11:37:23.874704 1113.61286 39.9356711 
2020-02-26 11:37:23.935707 1113.61787 39.9369237 
2020-02-26 11:37:23.998711 1113.62134 39.9386183 
2020-02-26 11:37:24.064715 1113.62362 39.9361869 
2020-02-26 11:37:24.146719 1113.62738 39.9357448 
2020-02-26 11:37:24.207723 1113.63158 39.9361132 
2020-02-26 11:37:24.273727 1113.63475 39.9355238 
2020-02-26 11:37:24.345731 1113.6374 39.9380288 
2020-02-26 11:37:24.432736 1113.63895 39.9381762 
2020-02-26 11:37:24.493739 1113.64212 39.9385446 
2020-02-26 11:37:24.560743 1113.64713 39.9397971 
2020-02-26 11:37:24.622747 1113.65072 39.9386183 
2020-02-26 11:37:24.710752 1113.65562 39.937071 
2020-02-26 11:37:24.776756 1113.65918 39.9375131 
2020-02-26 11:37:24.842759 1113.66026 39.9386183 
2020-02-26 11:37:24.903763 1113.66188 39.9365553 
2020-02-26 11:37:24.986768 1113.66512 39.9375868 
2020-02-26 11:37:25.046771 1113.67109 39.9374394 
2020-02-26 11:37:25.108775 1113.67441 39.9379552 
2020-02-26 11:37:25.175778 1113.67522 39.938913 
2020-02-26 11:37:25.257783 1113.67691 39.9362606 
2020-02-26 11:37:25.318787 1113.68141 39.9367026 
2020-02-26 11:37:25.379790 1113.68436 39.9361869 
2020-02-26 11:37:25.444794 1113.68775 39.939134 
2020-02-26 11:37:25.532799 1113.68885 39.9392814 
2020-02-26 11:37:25.596802 1113.69099 39.9392814 
2020-02-26 11:37:25.662806 1113.69327 39.9387656 
2020-02-26 11:37:25.729810 1113.69607 39.9372921 
2020-02-26 11:37:25.817815 1113.70116 39.9357448 
2020-02-26 11:37:25.878819 1113.7033 39.9352291 
2020-02-26 11:37:25.942822 1113.70816 39.9352291 
2020-02-26 11:37:26.009826 1113.70971 39.9358185 
2020-02-26 11:37:26.091831 1113.71347 39.9356727 
2020-02-26 11:37:26.152834 1113.71988 39.9332429 
2020-02-26 11:37:26.213838 1113.72357 39.9336865 
2020-02-26 11:37:26.274841 1113.72703 39.9348669 
2020-02-26 11:37:26.357846 1113.72924 39.9349421 
2020-02-26 11:37:26.418849 1113.73108 39.9363436 
2020-02-26 11:37:26.484853 1113.73285 39.9364925 
2020-02-26 11:37:26.550857 1113.73462 39.9375255 
2020-02-26 11:37:26.632862 1113.73926 39.9382639 
2020-02-26 11:37:26.693865 1113.74302 39.9384128 
2020-02-26 11:37:26.754869 1113.74649 39.9410652 
2020-02-26 11:37:26.821872 1113.75032 39.944086 
2020-02-26 11:37:26.910878 1113.75288 39.9429071 
2020-02-26 11:37:26.977881 1113.75621 39.9431282 
2020-02-26 11:37:27.037885 1113.76169 39.9433492 
2020-02-26 11:37:27.104889 1113.76337 39.9448228 
2020-02-26 11:37:27.185893 1113.76785 39.9442333 
2020-02-26 11:37:27.246897 1113.77095 39.9440123 
2020-02-26 11:37:27.308900 1113.77426 39.9436439 
2020-02-26 11:37:27.368904 1113.77655 39.94637 
2020-02-26 11:37:27.454909 1113.78075 39.9460753 
2020-02-26 11:37:27.514912 1113.7865 39.9448964 
2020-02-26 11:37:27.575916 1113.78746 39.9439386 
2020-02-26 11:37:27.635919 1113.79121 39.9437176 
2020-02-26 11:37:27.718924 1113.79387 39.9437913 
2020-02-26 11:37:27.785928 1113.79822 39.9421704 
2020-02-26 11:37:27.844931 1113.80448 39.9441597 
2020-02-26 11:37:27.904934 1113.80551 39.944086 
2020-02-26 11:37:27.987939 1113.81281 39.9448228 
2020-02-26 11:37:28.051943 1113.81974 39.9425387 
2020-02-26 11:37:28.117947 1113.81981 39.9423914 
2020-02-26 11:37:28.178950 1113.82475 39.9420967 
2020-02-26 11:37:28.260955 1113.82924 39.9441597 
2020-02-26 11:37:28.321958 1113.83205 39.9444544 
2020-02-26 11:37:28.387962 1113.83603 39.9451912 
2020-02-26 11:37:28.453966 1113.83809 39.9454122 
2020-02-26 11:37:28.541971 1113.84295 39.9449701 
2020-02-26 11:37:28.608975 1113.84679 39.9450438 
2020-02-26 11:37:28.667978 1113.85416 39.9451912 
2020-02-26 11:37:28.728982 1113.85556 39.9451175 
2020-02-26 11:37:28.810986 1113.85548 39.9452648 
2020-02-26 11:37:28.870990 1113.86175 39.9452648 
2020-02-26 11:37:28.931993 1113.86263 39.9448964 
2020-02-26 11:37:28.998997 1113.86433 39.9468121 
2020-02-26 11:37:29.081002 1113.87317 39.946367 
2020-02-26 11:37:29.141005 1113.87627 39.9473218 
2020-02-26 11:37:29.208009 1113.88091 39.9462136 
2020-02-26 11:37:29.268012 1113.8863 39.9454739 
2020-02-26 11:37:29.350017 1113.88897 39.9445867 
2020-02-26 11:37:29.415021 1113.89694 39.944289 
2020-02-26 11:37:29.481025 1113.90099 39.9443597 
2020-02-26 11:37:29.542028 1113.90696 39.9456092 
2020-02-26 11:37:29.624033 1113.90947 39.9455325 
2020-02-26 11:37:29.685036 1113.91293 39.9437613 
2020-02-26 11:37:29.746040 1113.91632 39.9439823 
2020-02-26 11:37:29.807043 1113.91743 39.9430245 
2020-02-26 11:37:29.889048 1113.92038 39.9435402 
2020-02-26 11:37:29.954052 1113.92568 39.9439086 
2020-02-26 11:37:30.020055 1113.92679 39.9451612 
2020-02-26 11:37:30.081059 1113.93637 39.9450138 
2020-02-26 11:37:30.163064 1113.94359 39.9451612 
2020-02-26 11:37:30.224067 1113.94743 39.944056 
2020-02-26 11:37:30.292071 1113.95325 39.9456032 
2020-02-26 11:37:30.352074 1113.95561 39.9458979 
2020-02-26 11:37:30.434079 1113.9587 39.9454559 
2020-02-26 11:37:30.495083 1113.9674 39.9450875 
2020-02-26 11:37:30.561086 1113.97293 39.94634 
2020-02-26 11:37:30.627090 1113.97698 39.946561 
2020-02-26 11:37:30.709095 1113.9817 39.9497292 
2020-02-26 11:37:30.776099 1113.98619 39.9497292 
2020-02-26 11:37:30.836102 1113.99224 39.9502449 
2020-02-26 11:37:30.897106 1113.99821 39.9505396 
2020-02-26 11:37:30.979110 1114.00418 39.9487714 
2020-02-26 11:37:31.040114 1114.01169 39.9489187 
2020-02-26 11:37:31.103117 1114.01214 39.9485503 
2020-02-26 11:37:31.171121 1114.01597 39.9489924 
2020-02-26 11:37:31.253126 1114.0215 39.9484767 
2020-02-26 11:37:31.313129 1114.02356 39.9490661 
2020-02-26 11:37:31.374133 1114.0296 39.9456032 
2020-02-26 11:37:31.435136 1114.03742 39.9458979 
2020-02-26 11:37:31.517141 1114.03874 39.9461926 
2020-02-26 11:37:31.578145 1114.04837 39.9451612 
2020-02-26 11:37:31.646148 1114.05334 39.9467084 
2020-02-26 11:37:31.705152 1114.05602 39.9472241 
2020-02-26 11:37:31.793157 1114.05832 39.9485503 
2020-02-26 11:37:31.860161 1114.06863 39.9491398 
2020-02-26 11:37:31.919164 1114.07379 39.9485503 
2020-02-26 11:37:31.987168 1114.07954 39.948182 
2020-02-26 11:37:32.069173 1114.08374 39.948844 
2020-02-26 11:37:32.129176 1114.0875 39.9486956 
2020-02-26 11:37:32.197180 1114.09546 39.9483261 
2020-02-26 11:37:32.266184 1114.10121 39.9500933 
2020-02-26 11:37:32.349189 1114.10681 39.950166 
2020-02-26 11:37:32.409192 1114.11389 39.9500912 
2020-02-26 11:37:32.477196 1114.12008 39.9511953 
2020-02-26 11:37:32.529199 1114.12649 39.9510469 
2020-02-26 11:37:32.621204 1114.13076 39.9522247 
2020-02-26 11:37:32.689208 1114.13895 39.9532552 
2020-02-26 11:37:32.750212 1114.14197 39.9542866 
2020-02-26 11:37:32.812215 1114.14749 39.9553918 
2020-02-26 11:37:32.901220 1114.15265 39.9542866 
2020-02-26 11:37:32.961224 1114.15781 39.9536235 
2020-02-26 11:37:33.024227 1114.16577 39.9532552 
2020-02-26 11:37:33.090231 1114.16953 39.9534762 
2020-02-26 11:37:33.173236 1114.17558 39.9531078 
2020-02-26 11:37:33.240240 1114.1811 39.9537709 
2020-02-26 11:37:33.301243 1114.18995 39.9537709 
2020-02-26 11:37:33.362247 1114.19201 39.9524447 
2020-02-26 11:37:33.444251 1114.19651 39.9517079 
2020-02-26 11:37:33.509255 1114.20373 39.9517079 
2020-02-26 11:37:33.570258 1114.20845 39.9541393 
2020-02-26 11:37:33.631262 1114.21125 39.9551708 
2020-02-26 11:37:33.714267 1114.21958 39.9548024 
2020-02-26 11:37:33.777270 1114.22488 39.9539183 
2020-02-26 11:37:33.844274 1114.23078 39.9554655 
2020-02-26 11:37:33.905278 1114.23713 39.9556129 
2020-02-26 11:37:33.987282 1114.24584 39.9545077 
2020-02-26 11:37:34.054286 1114.2499 39.9559076 
2020-02-26 11:37:34.114290 1114.2527 39.9553918 
2020-02-26 11:37:34.175293 1114.26029 39.9562023 
2020-02-26 11:37:34.257298 1114.2659 39.954655 
2020-02-26 11:37:34.324302 1114.27393 39.9549497 
2020-02-26 11:37:34.384305 1114.28329 39.9554655 
2020-02-26 11:37:34.445309 1114.28668 39.956497 
2020-02-26 11:37:34.527313 1114.29147 39.9562023 
2020-02-26 11:37:34.593317 1114.29958 39.9564233 
2020-02-26 11:37:34.653320 1114.30547 39.956718 
2020-02-26 11:37:34.717324 1114.30916 39.9559076 
2020-02-26 11:37:34.804329 1114.31594 39.956718 
2020-02-26 11:37:34.870333 1114.32508 39.9564233 
2020-02-26 11:37:34.936337 1114.3295 39.9570127 
2020-02-26 11:37:35.003340 1114.33569 39.9565707 
2020-02-26 11:37:35.085345 1114.34424 39.9558354 
2020-02-26 11:37:35.145349 1114.34888 39.9571632 
2020-02-26 11:37:35.206352 1114.35802 39.9557649 
2020-02-26 11:37:35.272356 1114.36414 39.9560611 
2020-02-26 11:37:35.354361 1114.37217 39.9566521 
2020-02-26 11:37:35.414364 1114.37947 39.9583483 
2020-02-26 11:37:35.475367 1114.38316 39.9601181 
2020-02-26 11:37:35.539371 1114.38994 39.960267 
2020-02-26 11:37:35.627376 1114.39421 39.9609317 
2020-02-26 11:37:35.692380 1114.40475 39.9610806 
2020-02-26 11:37:35.757384 1114.41124 39.96167 
2020-02-26 11:37:35.822387 1114.41603 39.9599017 
2020-02-26 11:37:35.911392 1114.42325 39.9610806 
2020-02-26 11:37:35.972396 1114.43025 39.9625541 
2020-02-26 11:37:36.039400 1114.43718 39.9628489 
2020-02-26 11:37:36.106404 1114.44617 39.9615226 
2020-02-26 11:37:36.188408 1114.44981 39.9607122 
2020-02-26 11:37:36.248412 1114.46017 39.9611543 
2020-02-26 11:37:36.313415 1114.46425 39.9626278 
2020-02-26 11:37:36.373419 1114.46877 39.9628489 
2020-02-26 11:37:36.455423 1114.47503 39.963733 
2020-02-26 11:37:36.522427 1114.48771 39.9643224 
2020-02-26 11:37:36.588431 1114.49338 39.9635856 
2020-02-26 11:37:36.649435 1114.50001 39.9624068 
2020-02-26 11:37:36.734439 1114.51203 39.9634383 
2020-02-26 11:37:36.794443 1114.5177 39.9636593 
2020-02-26 11:37:36.860447 1114.52603 39.9629225 
2020-02-26 11:37:36.932451 1114.53193 39.9624068 
2020-02-26 11:37:37.014455 1114.53782 39.9611543 
2020-02-26 11:37:37.074459 1114.54659 39.9604175 
2020-02-26 11:37:37.135462 1114.55478 39.9599754 
2020-02-26 11:37:37.196466 1114.55861 39.9610806 
2020-02-26 11:37:37.283471 1114.56893 39.9619647 
2020-02-26 11:37:37.344474 1114.57873 39.9627752 
2020-02-26 11:37:37.412478 1114.58426 39.963512 
2020-02-26 11:37:37.471482 1114.58993 39.965796 
2020-02-26 11:37:37.553486 1114.59376 39.9667538 
2020-02-26 11:37:37.614490 1114.59561 39.9669011 
2020-02-26 11:37:37.675493 1114.599 39.9685957 
2020-02-26 11:37:37.742497 1114.60194 39.9692588 
2020-02-26 11:37:37.824502 1114.60644 39.9704377 
2020-02-26 11:37:37.885505 1114.61742 39.9697009 
2020-02-26 11:37:37.946509 1114.62118 39.9684484 
2020-02-26 11:37:38.009512 1114.62472 39.9698483 
2020-02-26 11:37:38.094517 1114.62892 39.9696262 
2020-02-26 11:37:38.155521 1114.63482 39.9678568 
2020-02-26 11:37:38.217524 1114.64233 39.9672664 
2020-02-26 11:37:38.284528 1114.64786 39.9665285 
2020-02-26 11:37:38.366533 1114.65545 39.9648329 
2020-02-26 11:37:38.427536 1114.6657 39.9656423 
2020-02-26 11:37:38.493540 1114.67183 39.9646097 
2020-02-26 11:37:38.559544 1114.67795 39.9649034 
2020-02-26 11:37:38.641549 1114.68341 39.964755 
2020-02-26 11:37:38.701552 1114.68968 39.9647539 
2020-02-26 11:37:38.761555 1114.69757 39.9653433 
2020-02-26 11:37:38.822559 1114.69993 39.9665959 
2020-02-26 11:37:38.904564 1114.70737 39.9669642 
2020-02-26 11:37:38.966567 1114.71503 39.967701 
2020-02-26 11:37:39.027571 1114.72159 39.9687325 
2020-02-26 11:37:39.097575 1114.72668 39.9681431 
2020-02-26 11:37:39.179579 1114.73545 39.9688062 
2020-02-26 11:37:39.239583 1114.74444 39.9691009 
2020-02-26 11:37:39.301586 1114.74651 39.969543 
2020-02-26 11:37:39.362590 1114.75336 39.96748 
2020-02-26 11:37:39.449595 1114.76353 39.9673326 
2020-02-26 11:37:39.509598 1114.77171 39.9658591 
2020-02-26 11:37:39.575602 1114.77717 39.9649749 
2020-02-26 11:37:39.636605 1114.78675 39.9662275 
2020-02-26 11:37:39.723610 1114.79132 39.9651223 
2020-02-26 11:37:39.784614 1114.79891 39.9655644 
2020-02-26 11:37:39.845617 1114.80856 39.9653433 
2020-02-26 11:37:39.913621 1114.81505 39.9650486 
2020-02-26 11:37:39.994626 1114.8233 39.965638 
2020-02-26 11:37:40.060630 1114.83126 39.9648276 
2020-02-26 11:37:40.123633 1114.83716 39.9641645 
2020-02-26 11:37:40.189637 1114.8435 39.9640171 
2020-02-26 11:37:40.272642 1114.84895 39.9640171 
2020-02-26 11:37:40.332645 1114.85558 39.9649013 
2020-02-26 11:37:40.398649 1114.86096 39.9665222 
2020-02-26 11:37:40.470653 1114.86752 39.967701 
2020-02-26 11:37:40.557658 1114.87371 39.9681431 
2020-02-26 11:37:40.618662 1114.88219 39.9684378 
2020-02-26 11:37:40.684665 1114.89103 39.9685852 
2020-02-26 11:37:40.747669 1114.89997 39.9693219 
2020-02-26 11:37:40.835674 1114.90478 39.969543 
2020-02-26 11:37:40.900678 1114.91424 39.9696903 
2020-02-26 11:37:40.972682 1114.91646 39.9707218 
2020-02-26 11:37:41.033685 1114.92686 39.9704271 
2020-02-26 11:37:41.120690 1114.93195 39.9696912 
2020-02-26 11:37:41.181694 1114.9405 39.9679238 
2020-02-26 11:37:41.248698 1114.94588 39.9679984 
2020-02-26 11:37:41.308701 1114.95118 39.9687361 
2020-02-26 11:37:41.390706 1114.95782 39.9691053 
2020-02-26 11:37:41.451709 1114.96445 39.9704324 
2020-02-26 11:37:41.518713 1114.9758 39.970286 
2020-02-26 11:37:41.578717 1114.97779 39.9714657 
2020-02-26 11:37:41.660721 1114.98472 39.9710245 
2020-02-26 11:37:41.721725 1114.99113 39.9701413 
2020-02-26 11:37:41.785728 1114.9968 39.970657 
2020-02-26 11:37:41.851732 1115.00469 39.9707307 
2020-02-26 11:37:41.933737 1115.01309 39.9716885 
2020-02-26 11:37:41.994740 1115.02076 39.9722042 
2020-02-26 11:37:42.059744 1115.03115 39.9727937 
2020-02-26 11:37:42.132748 1115.03712 39.9720569 
2020-02-26 11:37:42.219753 1115.04191 39.9730147 
2020-02-26 11:37:42.280757 1115.05193 39.9738252 
2020-02-26 11:37:42.347761 1115.05945 39.9745619 
2020-02-26 11:37:42.407764 1115.06291 39.9738252 
2020-02-26 11:37:42.489769 1115.06999 39.9730884 
2020-02-26 11:37:42.555772 1115.07773 39.9740462 
2020-02-26 11:37:42.627777 1115.08473 39.975004 
2020-02-26 11:37:42.688780 1115.08923 39.9741935 
2020-02-26 11:37:42.770785 1115.09741 39.9739725 
2020-02-26 11:37:42.830788 1115.10581 39.9758881 
2020-02-26 11:37:42.892792 1115.11215 39.9760355 
2020-02-26 11:37:42.953795 1115.11672 39.9761829 
2020-02-26 11:37:43.038800 1115.12623 39.9765512 
2020-02-26 11:37:43.099804 1115.13413 39.9772143 
2020-02-26 11:37:43.159807 1115.14054 39.9780985 
2020-02-26 11:37:43.227811 1115.14822 39.9780248 
2020-02-26 11:37:43.309816 1115.15382 39.974783 
2020-02-26 11:37:43.376819 1115.1609 39.9747093 
2020-02-26 11:37:43.444823 1115.16414 39.9745619 
2020-02-26 11:37:43.507827 1115.17173 39.9738252 
2020-02-26 11:37:43.595832 1115.17755 39.9743409 
2020-02-26 11:37:43.656835 1115.18949 39.9727937 
2020-02-26 11:37:43.716839 1115.19657 39.9724253 
2020-02-26 11:37:43.777842 1115.20276 39.972499 
2020-02-26 11:37:43.863847 1115.20983 39.97272 
2020-02-26 11:37:43.924851 1115.21691 39.9741935 
2020-02-26 11:37:43.984854 1115.22244 39.9763302 
2020-02-26 11:37:44.052858 1115.23084 39.9766986 
2020-02-26 11:37:44.134863 1115.23821 39.9778764 
2020-02-26 11:37:44.200867 1115.24823 39.9774333 
2020-02-26 11:37:44.266870 1115.25339 39.9769901 
2020-02-26 11:37:44.330874 1115.25767 39.9775785 
2020-02-26 11:37:44.418879 1115.2626 39.9772827 
2020-02-26 11:37:44.484883 1115.27005 39.9791236 
2020-02-26 11:37:44.544886 1115.27838 39.9791962 
2020-02-26 11:37:44.605890 1115.28398 39.9772796 
2020-02-26 11:37:44.689894 1115.29223 39.9770575 
2020-02-26 11:37:44.749898 1115.29946 39.9782353 
2020-02-26 11:37:44.813902 1115.30491 39.9783089 
2020-02-26 11:37:44.880905 1115.31014 39.97853 
2020-02-26 11:37:44.961910 1115.31869 39.9781616 
2020-02-26 11:37:45.028914 1115.32643 39.9790457 
2020-02-26 11:37:45.100918 1115.33402 39.9811824 
2020-02-26 11:37:45.161921 1115.34139 39.9830243 
2020-02-26 11:37:45.244926 1115.34515 39.98494 
