Date_Time,RTD,Vsamp
2020-02-26 13:08:25.523092,1105.67326,0.000195564
2020-02-26 13:08:26.081124,1105.67075,0.000195564
2020-02-26 13:08:26.626155,1105.67252,0.000195564
2020-02-26 13:08:27.180187,1105.6739,0.000195594
2020-02-26 13:08:27.734219,1105.67649,0.000195564
2020-02-26 13:08:28.281250,1105.67532,0.000195564
2020-02-26 13:08:28.828281,1105.6762,0.000195564
2020-02-26 13:08:29.368312,1105.67657,0.000195594
2020-02-26 13:08:29.923344,1105.67554,0.000195653
2020-02-26 13:08:30.468375,1105.67245,0.000195623
2020-02-26 13:08:31.019407,1105.674,0.000195623
2020-02-26 13:08:31.568438,1105.67584,0.000195623
2020-02-26 13:08:32.115469,1105.67594,0.000195594
2020-02-26 13:08:32.666501,1105.67454,0.000195564
2020-02-26 13:08:33.214532,1105.67402,0.000195564
2020-02-26 13:08:33.759563,1105.67159,0.000195564
2020-02-26 13:08:34.310595,1105.67366,0.000195564
2020-02-26 13:08:34.860626,1105.67424,0.000195564
2020-02-26 13:08:35.405658,1105.6766,0.000195564
2020-02-26 13:08:35.956689,1105.68051,0.000195594
2020-02-26 13:08:36.505721,1105.67822,0.000195594
2020-02-26 13:08:37.053752,1105.68043,0.000195623
2020-02-26 13:08:37.602783,1105.6802,0.000195623
2020-02-26 13:08:38.152815,1105.68278,0.000195594
2020-02-26 13:08:38.697846,1105.67808,0.000195594
2020-02-26 13:08:39.248877,1105.68338,0.000195623
2020-02-26 13:08:39.796909,1105.67734,0.000195623
2020-02-26 13:08:40.343940,1105.68036,0.000195594
2020-02-26 13:08:40.895972,1105.68377,0.000195564
2020-02-26 13:08:41.444003,1105.6848,0.000195564
2020-02-26 13:08:41.991034,1105.68355,0.000195564
2020-02-26 13:08:42.541066,1105.6904,0.000195564
2020-02-26 13:08:43.090097,1105.69969,0.000195594
2020-02-26 13:08:43.636128,1105.7069,0.000195594
2020-02-26 13:08:44.188160,1105.71715,0.000195623
2020-02-26 13:08:44.736191,1105.72297,0.000195653
2020-02-26 13:08:45.283223,1105.73594,0.000195653
2020-02-26 13:08:45.833254,1105.74228,0.000195653
2020-02-26 13:08:46.381285,1105.75517,0.000195594
2020-02-26 13:08:46.929317,1105.76328,0.000195564
2020-02-26 13:08:47.480348,1105.77242,0.000195564
2020-02-26 13:08:48.029380,1105.7796,0.000195594
2020-02-26 13:08:48.576411,1105.78645,0.000195594
2020-02-26 13:08:49.127442,1105.7947,0.000195564
2020-02-26 13:08:49.675474,1105.7978,0.000195564
2020-02-26 13:08:50.222505,1105.80985,0.000195564
2020-02-26 13:08:50.774537,1105.81494,0.000195594
2020-02-26 13:08:51.319568,1105.81589,0.000195594
2020-02-26 13:08:51.864599,1105.81818,0.000195594
2020-02-26 13:08:52.411630,1105.82872,0.000195564
2020-02-26 13:08:52.957662,1105.82923,0.000195594
2020-02-26 13:08:53.505693,1105.83218,0.000195623
2020-02-26 13:08:54.057724,1105.83977,0.000195594
2020-02-26 13:08:54.603756,1105.84186,0.000195623
2020-02-26 13:08:55.148787,1105.84083,0.000195594
2020-02-26 13:08:55.698818,1105.84466,0.000195594
2020-02-26 13:08:56.247850,1105.84672,0.000195594
2020-02-26 13:08:56.793881,1105.84994,0.000195623
2020-02-26 13:08:57.342912,1105.84964,0.000195623
2020-02-26 13:08:57.889944,1105.84927,0.000195653
2020-02-26 13:08:58.433975,1105.852,0.000195653
2020-02-26 13:08:58.983006,1105.8501,0.000195653
2020-02-26 13:08:59.532038,1105.85029,0.000195623
2020-02-26 13:09:00.080069,1105.85449,0.000195594
2020-02-26 13:09:00.631100,1105.85818,0.000195564
2020-02-26 13:09:01.180132,1105.85574,0.000195564
2020-02-26 13:09:01.727163,1105.87066,0.000195594
2020-02-26 13:09:02.278195,1105.85917,0.000195653
2020-02-26 13:09:02.827226,1105.85821,0.000195623
2020-02-26 13:09:03.376257,1105.85424,0.000195623
2020-02-26 13:09:03.926289,1105.85242,0.000195623
2020-02-26 13:09:04.475320,1105.85352,0.000195653
2020-02-26 13:09:05.022352,1105.85529,0.000195653
2020-02-26 13:09:05.572383,1105.85478,0.000195623
2020-02-26 13:09:06.121414,1105.85429,0.000195594
2020-02-26 13:09:06.668446,1105.85614,0.000195594
2020-02-26 13:09:07.219477,1105.85194,0.000195594
2020-02-26 13:09:07.766509,1105.85371,0.000195623
2020-02-26 13:09:08.314540,1105.85452,0.000195623
2020-02-26 13:09:08.864571,1105.854,0.000195623
2020-02-26 13:09:09.413603,1105.85319,0.000195623
2020-02-26 13:09:09.959634,1105.85186,0.000195653
2020-02-26 13:09:10.499665,1105.85215,0.000195623
2020-02-26 13:09:11.054697,1105.85038,0.000195623
2020-02-26 13:09:11.599728,1105.85134,0.000195653
2020-02-26 13:09:12.147759,1105.85142,0.000195653
2020-02-26 13:09:12.695790,1105.85163,0.000195653
2020-02-26 13:09:13.241822,1105.85171,0.000195653
2020-02-26 13:09:13.792853,1105.84765,0.000195623
2020-02-26 13:09:14.340885,1105.84957,0.000195594
2020-02-26 13:09:14.887916,1105.85181,0.000195564
2020-02-26 13:09:15.438947,1105.85461,0.000195564
2020-02-26 13:09:15.987979,1105.84665,0.000195564
2020-02-26 13:09:16.536010,1105.84275,0.000195564
2020-02-26 13:09:17.086042,1105.84094,0.000195594
2020-02-26 13:09:17.634073,1105.85303,0.000195594
2020-02-26 13:09:18.182104,1105.84773,0.000195594
2020-02-26 13:09:18.732136,1105.83837,0.000195564
2020-02-26 13:09:19.280167,1105.84236,0.000195564
2020-02-26 13:09:19.825198,1105.84739,0.000195594
2020-02-26 13:09:20.378230,1105.84348,0.000195594
2020-02-26 13:09:20.926261,1105.84385,0.000195594
2020-02-26 13:09:21.471292,1105.84435,0.000195594
2020-02-26 13:09:22.022324,1105.84399,0.000195594
2020-02-26 13:09:22.570355,1105.84178,0.000195594
2020-02-26 13:09:23.117387,1105.84989,0.000195594
2020-02-26 13:09:23.668418,1105.85202,0.000195564
2020-02-26 13:09:24.214449,1105.83931,0.000195594
2020-02-26 13:09:24.762481,1105.8385,0.000195564
2020-02-26 13:09:25.313512,1105.83924,0.000195564
2020-02-26 13:09:25.862544,1105.83784,0.000195564
2020-02-26 13:09:26.404575,1105.83747,0.000195564
2020-02-26 13:09:26.952606,1105.83983,0.000195594
2020-02-26 13:09:27.500637,1105.83629,0.000195653
2020-02-26 13:09:28.044668,1105.83135,0.000195653
2020-02-26 13:09:28.592700,1105.83323,0.000195653
2020-02-26 13:09:29.140731,1105.83072,0.000195623
2020-02-26 13:09:29.686762,1105.83787,0.000195594
2020-02-26 13:09:30.233794,1105.83013,0.000195564
2020-02-26 13:09:30.782825,1105.83669,0.000195564
2020-02-26 13:09:31.330856,1105.83094,0.000195594
2020-02-26 13:09:31.880888,1105.83021,0.000195564
2020-02-26 13:09:32.427919,1105.83057,0.000195594
2020-02-26 13:09:32.974950,1105.83474,0.000195594
2020-02-26 13:09:33.515981,1105.827,0.000195623
2020-02-26 13:09:34.070013,1105.82619,0.000195623
2020-02-26 13:09:34.624045,1105.82848,0.000195653
2020-02-26 13:09:35.181077,1105.83003,0.000195623
2020-02-26 13:09:35.725108,1105.82571,0.000195623
2020-02-26 13:09:36.272139,1105.82962,0.000195623
2020-02-26 13:09:36.821170,1105.82601,0.000195594
2020-02-26 13:09:37.371202,1105.82897,0.000195623
2020-02-26 13:09:37.918233,1105.83186,0.000195623
2020-02-26 13:09:38.469265,1105.83009,0.000195623
2020-02-26 13:09:39.016296,1105.8264,0.000195623
2020-02-26 13:09:39.562327,1105.825,0.000195594
2020-02-26 13:09:40.113359,1105.82788,0.000195564
2020-02-26 13:09:40.664390,1105.83134,0.000195594
2020-02-26 13:09:41.208421,1105.82655,0.000195564
2020-02-26 13:09:41.756453,1105.82655,0.000195564
2020-02-26 13:09:42.305484,1105.8233,0.000195594
2020-02-26 13:09:42.851515,1105.82492,0.000195623
2020-02-26 13:09:43.402547,1105.82168,0.000195623
2020-02-26 13:09:43.950578,1105.82124,0.000195623
2020-02-26 13:09:44.496609,1105.82308,0.000195653
2020-02-26 13:09:45.046641,1105.82588,0.000195623
2020-02-26 13:09:45.597672,1105.82286,0.000195594
2020-02-26 13:09:46.141703,1105.82293,0.000195594
2020-02-26 13:09:46.687735,1105.82204,0.000195594
2020-02-26 13:09:47.265768,1105.82204,0.000195564
2020-02-26 13:09:47.807799,1105.81158,0.000195564
2020-02-26 13:09:48.363831,1105.81828,0.000195564
2020-02-26 13:09:48.914862,1105.82019,0.000195564
2020-02-26 13:09:49.461893,1105.82322,0.000195594
2020-02-26 13:09:50.005924,1105.81157,0.000195623
2020-02-26 13:09:50.545955,1105.82344,0.000195623
2020-02-26 13:09:51.088986,1105.8213,0.000195594
2020-02-26 13:09:51.635018,1105.81961,0.000195564
2020-02-26 13:09:52.179049,1105.82506,0.000195594
2020-02-26 13:09:52.725080,1105.82314,0.000195594
2020-02-26 13:09:53.276112,1105.8216,0.000195594
2020-02-26 13:09:53.826143,1105.82005,0.000195623
2020-02-26 13:09:54.372174,1105.81747,0.000195594
2020-02-26 13:09:54.925206,1105.81902,0.000195594
2020-02-26 13:09:55.468237,1105.819,0.000195564
2020-02-26 13:09:56.014268,1105.81626,0.000195594
2020-02-26 13:09:56.564300,1105.82142,0.000195594
2020-02-26 13:09:57.111331,1105.82252,0.000195594
2020-02-26 13:09:57.659362,1105.81619,0.000195594
2020-02-26 13:09:58.209394,1105.81766,0.000195594
2020-02-26 13:09:58.758425,1105.8184,0.000195623
2020-02-26 13:09:59.301456,1105.81965,0.000195623
2020-02-26 13:09:59.846487,1105.82098,0.000195594
2020-02-26 13:10:00.392519,1105.81559,0.000195594
2020-02-26 13:10:00.939550,1105.81854,0.000195564
2020-02-26 13:10:01.490581,1105.8209,0.000195594
2020-02-26 13:10:02.038613,1105.81743,0.000195623
2020-02-26 13:10:02.585644,1105.81792,0.000195594
2020-02-26 13:10:03.133675,1105.81445,0.000195594
2020-02-26 13:10:03.682707,1105.81718,0.000195623
