Date Time RTDl RTDr Vsamp
2020-06-23 10:52:15.298100 1090.29801 1090.48318 2.97401115e-06
2020-06-23 10:52:15.365104 1090.29551 1090.48406 2.93834081e-06
2020-06-23 10:52:15.455109 1090.29985 1090.48355 2.74787462e-06
2020-06-23 10:52:15.520113 1090.29794 1090.48524 2.77008446e-06
2020-06-23 10:52:15.613118 1090.29809 1090.48576 2.83873305e-06
2020-06-23 10:52:15.682122 1090.29624 1090.48605 2.77748774e-06
2020-06-23 10:52:15.790128 1090.29403 1090.48318 2.71893453e-06
2020-06-23 10:52:15.869133 1090.2944 1090.48524 2.78287194e-06
2020-06-23 10:52:15.941137 1090.29514 1090.48451 2.98477956e-06
2020-06-23 10:52:16.010141 1090.29683 1090.48576 2.99824007e-06
2020-06-23 10:52:16.085145 1090.30022 1090.48539 3.06554261e-06
2020-06-23 10:52:16.165149 1090.29963 1090.48495 2.95516644e-06
2020-06-23 10:52:16.269155 1090.30044 1090.48443 2.68797536e-06
2020-06-23 10:52:16.342160 1090.30081 1090.48598 2.61192349e-06
2020-06-23 10:52:16.414164 1090.30265 1090.48679 2.62336492e-06
2020-06-23 10:52:16.485168 1090.30229 1090.48709 2.80777388e-06
2020-06-23 10:52:16.575173 1090.29971 1090.48709 2.95314736e-06
2020-06-23 10:52:16.654177 1090.29779 1090.48546 3.14832473e-06
2020-06-23 10:52:16.735182 1090.29521 1090.48362 3.21091609e-06
2020-06-23 10:52:16.811186 1090.29447 1090.48583 2.96189669e-06
2020-06-23 10:52:16.872190 1090.29767 1090.48524 3.06958076e-06
2020-06-23 10:52:16.975196 1090.2977 1090.48362 2.94170593e-06
2020-06-23 10:52:17.055200 1090.29808 1090.48215 3.09919388e-06
2020-06-23 10:52:17.132205 1090.29852 1090.48303 3.06015847e-06
2020-06-23 10:52:17.203209 1090.3008 1090.48336 2.97199243e-06
2020-06-23 10:52:17.274213 1090.30191 1090.4848 2.8387336e-06
2020-06-23 10:52:17.355218 1090.30103 1090.48364 2.82460021e-06
2020-06-23 10:52:17.435222 1090.29904 1090.48558 2.65028662e-06
2020-06-23 10:52:17.532228 1090.29786 1090.48469 2.81383181e-06
2020-06-23 10:52:17.599231 1090.29881 1090.48454 2.81786996e-06
2020-06-23 10:52:17.680236 1090.29859 1090.48668 2.87103897e-06
2020-06-23 10:52:17.754240 1090.30029 1090.48447 2.89930604e-06
2020-06-23 10:52:17.844245 1090.30014 1090.48602 2.81181273e-06
2020-06-23 10:52:17.931250 1090.298 1090.48631 2.68663e-06
2020-06-23 10:52:18.031256 1090.29528 1090.48617 2.8084476e-06
2020-06-23 10:52:18.112261 1090.29904 1090.48904 2.89795999e-06
2020-06-23 10:52:18.195266 1090.29896 1090.4869 3.12005838e-06
2020-06-23 10:52:18.268270 1090.30007 1090.48948 3.10323275e-06
2020-06-23 10:52:18.348274 1090.29926 1090.48786 3.10121367e-06
2020-06-23 10:52:18.426279 1090.29933 1090.48661 2.94439874e-06
2020-06-23 10:52:18.507283 1090.30007 1090.48624 2.95853228e-06
2020-06-23 10:52:18.579288 1090.29999 1090.48403 2.97333884e-06
2020-06-23 10:52:18.652292 1090.29904 1090.48506 2.99285657e-06
2020-06-23 10:52:18.723296 1090.29992 1090.48513 2.99487565e-06
2020-06-23 10:52:18.784299 1090.29859 1090.48558 3.05073676e-06
2020-06-23 10:52:18.867304 1090.29874 1090.48705 2.94574479e-06
2020-06-23 10:52:18.937308 1090.29977 1090.48543 2.93430336e-06
